"date(UTC+0)","executed_qty","amount","price","side","symbol","fee","fee_coin","market_type","tax_id"
"2025-01-23 00:07:01","0.01720000000000000000","55.77413720000000000000","3242.68239535","BUY","ETH_USDT","0.00000886","ETH","Spot","s_62"
"2025-01-23 23:02:38","0.01452000000000000000","47.17239450000000000000","3248.78750000","SELL","ETH_USDT","0.02358615","USDT","Spot","s_62"
"2025-01-24 01:04:36","0.01089000000000000000","36.37335240000000000000","3340.06909091","BUY","ETH_USDT","0.00000561","ETH","Spot","s_62"
"2025-01-24 23:00:11","0.01122000000000000000","37.80642690000000000000","3369.55676471","SELL","ETH_USDT","0.01890319","USDT","Spot","s_62"
"2025-01-25 01:04:46","0.00297000000000000000","9.78557580000000000000","3294.80666667","BUY","ETH_USDT","0.00000153","ETH","Spot","s_62"
"2025-01-25 23:02:06","0.00264000000000000000","8.72647050000000000000","3305.48125000","SELL","ETH_USDT","0.00436325","USDT","Spot","s_62"
"2025-01-26 03:41:38","0.00231000000000000000","7.65446880000000000000","3313.62285714","BUY","ETH_USDT","0.00000119","ETH","Spot","s_62"
"2025-01-26 23:43:08","0.00462000000000000000","15.27884160000000000000","3307.10857143","SELL","ETH_USDT","0.00763945","USDT","Spot","s_62"
"2025-01-27 00:04:32","0.01980000000000000000","61.60774620000000000000","3111.50233333","BUY","ETH_USDT","0.00001020","ETH","Spot","s_62"
"2025-01-27 22:14:23","0.02145000000000000000","67.16118090000000000000","3131.05738462","SELL","ETH_USDT","0.03358057","USDT","Spot","s_62"
"2025-01-28 00:00:35","0.00792000000000000000","24.91133040000000000000","3145.37000000","BUY","ETH_USDT","0.00000408","ETH","Spot","s_62"
"2025-01-28 23:28:03","0.01023000000000000000","32.24769570000000000000","3152.26741935","SELL","ETH_USDT","0.01612384","USDT","Spot","s_62"
"2025-01-29 00:11:46","0.01551000000000000000","48.26490900000000000000","3111.85744681","BUY","ETH_USDT","0.00000799","ETH","Spot","s_62"
