"position_id","symbol","position_side","open_time","close_time","pnl","fee","funding_fee"
"42975442786934_146_ETH_USDT_PERP_S_50122629684","ETH_USDT_PERP","short","2025-08-21 14:20:00","2025-08-21 14:24:24","0.071900000000000000","-0.0151030900","0.0000000000"
"42975442786934_147_ETH_USDT_PERP_L_50128147237","ETH_USDT_PERP","long","2025-08-21 15:05:11","2025-08-21 19:03:13","0.512400000000000000","-0.0509325600","-0.0011514722"
"42975442786934_148_ETH_USDT_PERP_L_50128148585","ETH_USDT_PERP","long","2025-08-21 15:05:12","2025-08-21 19:03:13","0.582300000000000000","-0.0508906200","-0.0006908833"
"42975442786934_148_ETH_USDT_PERP_L_50151324199","ETH_USDT_PERP","long","2025-08-21 19:20:22","2025-08-21 21:30:48","0.342000000000000000","-0.0660609480","0.0000000000"
"42975442786934_147_ETH_USDT_PERP_L_50151264645","ETH_USDT_PERP","long","2025-08-21 19:19:40","2025-08-21 21:30:54","0.461500000000000000","-0.0804469700","0.0000000000"
"42975442786934_149_ETH_USDT_PERP_S_50163901965","ETH_USDT_PERP","short","2025-08-21 22:25:50","2025-08-21 22:45:21","0.081500000000000000","-0.0085003000","0.0000000000"
"42975442786934_150_ETH_USDT_PERP_L_50166484783","ETH_USDT_PERP","long","2025-08-21 23:25:28","2025-08-22 00:23:30","0.088350000000000000","-0.0084663300","-0.0013431609"
"42975442786934_149_ETH_USDT_PERP_L_50166476807","ETH_USDT_PERP","long","2025-08-21 23:25:23","2025-08-22 00:23:30","0.163100000000000000","-0.0169027600","-0.0013431609"
"42975442786934_150_ETH_USDT_PERP_L_50172852833","ETH_USDT_PERP","long","2025-08-22 01:09:27","2025-08-22 01:19:42","0.088350000000000000","-0.0084663300","0.0000000000"
"42975442786934_149_ETH_USDT_PERP_L_50172765682","ETH_USDT_PERP","long","2025-08-22 01:08:32","2025-08-22 01:19:42","0.081550000000000000","-0.0084676900","0.0000000000"
"42975442786934_149_ETH_USDT_PERP_S_50175484582","ETH_USDT_PERP","short","2025-08-22 01:45:36","2025-08-22 11:33:31","0.681900000000000000","-0.1159786000","0.0086986527"
